comName,sciName,invasionStatus,conservStatus,reg_US_Northeast,reg_US_Southeast,reg_US_Midwest,reg_US_Rockies,reg_US_Southwest,reg_US_WestCoast,reg_Alaska,reg_Hawaii,reg_Canada_Greenland,reg_Central_America,reg_Caribbean
Gray Heron,Ardea cinerea,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Absent,Absent,Absent,Absent,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental
Great Blue Heron,Ardea herodias,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Cocoi Heron,Ardea cocoi,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Purple Heron,Ardea purpurea,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
American White Pelican,Pelecanus erythrorhynchos,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Brown Pelican,Pelecanus occidentalis,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Peruvian Pelican,Pelecanus thagus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent
Great White Pelican,Pelecanus onocrotalus,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent
Pink-backed Pelican,Pelecanus rufescens,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent
California Condor,Gymnogyps californianus,Native,Critically endangered,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Absent
King Vulture,Sarcoramphus papa,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black Vulture,Coragyps atratus,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Turkey Vulture,Cathartes aura,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Lesser Yellow-headed Vulture,Cathartes burrovianus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Osprey,Pandion haliaetus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Pearl Kite,Gampsonyx swainsonii,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
White-tailed Kite,Elanus leucurus,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Hook-billed Kite,Chondrohierax uncinatus,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Cuban Kite,Chondrohierax wilsonii,Native,Critically endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Gray-headed Kite,Leptodon cayanensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Oriental Honey-buzzard,Pernis ptilorhynchus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent
Swallow-tailed Kite,Elanoides forficatus,Native,Least concern,Rare/Accidental,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Black Hawk-Eagle,Spizaetus tyrannus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Black-and-white Hawk-Eagle,Spizaetus melanoleucus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Ornate Hawk-Eagle,Spizaetus ornatus,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Booted Eagle,Hieraaetus pennatus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Golden Eagle,Aquila chrysaetos,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Absent
Crested Eagle,Morphnus guianensis,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Harpy Eagle,Harpia harpyja,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Chinese Sparrowhawk,Tachyspiza soloensis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent
Gray-bellied Hawk,Accipiter poliogaster,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent
Eurasian Sparrowhawk,Accipiter nisus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent
Sharp-shinned Hawk,Accipiter striatus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Bicolored Hawk,Astur bicolor,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Cooper's Hawk,Astur cooperii,Native,,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Gundlach's Hawk,Astur gundlachi,Native,,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
Eurasian Goshawk,Astur gentilis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent
American Goshawk,Astur atricapillus,Native,,Native,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Western Marsh Harrier,Circus aeruginosus,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Long-winged Harrier,Circus buffoni,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Rare/Accidental
Hen Harrier,Circus cyaneus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental
Northern Harrier,Circus hudsonius,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Pallid Harrier,Circus macrourus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Tiny Hawk,Microspizias superciliosus,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Double-toothed Kite,Harpagus bidentatus,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Black Kite,Milvus migrans,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental
White-tailed Eagle,Haliaeetus albicilla,Native,Least concern,Rare/Accidental,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent
Bald Eagle,Haliaeetus leucocephalus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Steller's Sea-Eagle,Haliaeetus pelagicus,Rare/Accidental,,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental,Absent,Rare/Accidental,Absent,Absent
Mississippi Kite,Ictinia mississippiensis,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Plumbeous Kite,Ictinia plumbea,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Crane Hawk,Geranospiza caerulescens,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Black-collared Hawk,Busarellus nigricollis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Snail Kite,Rostrhamus sociabilis,Native,Least concern,Absent,Native,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Slender-billed Kite,Helicolestes hamatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Barred Hawk,Morphnarchus princeps,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Plumbeous Hawk,Cryptoleucopteryx plumbea,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Common Black Hawk,Buteogallus anthracinus,Native,Least concern,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Present
Cuban Black Hawk,Buteogallus gundlachii,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Rufous Crab Hawk,Buteogallus aequinoctialis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Savanna Hawk,Buteogallus meridionalis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Present
Great Black Hawk,Buteogallus urubitinga,Native,Least concern,Rare/Accidental,Rare/Accidental,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Solitary Eagle,Buteogallus solitarius,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Roadside Hawk,Rupornis magnirostris,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Harris's Hawk,Parabuteo unicinctus,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Absent
White-tailed Hawk,Geranoaetus albicaudatus,Native,Least concern,Rare/Accidental,Rare/Accidental,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Variable Hawk,Geranoaetus polyosoma,Rare/Accidental,,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent
White Hawk,Pseudastur albicollis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Semiplumbeous Hawk,Leucopternis semiplumbeus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Gray Hawk,Buteo plagiatus,Native,Least concern,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,Present,Absent
Gray-lined Hawk,Buteo nitidus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Broad-winged Hawk,Buteo platypterus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Red-shouldered Hawk,Buteo lineatus,Native,Least concern,Native,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Ridgway's Hawk,Buteo ridgwayi,Native,Critically endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Zone-tailed Hawk,Buteo albonotatus,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Hawaiian Hawk,Buteo solitarius,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent,Absent,Absent
Short-tailed Hawk,Buteo brachyurus,Native,Least concern,Absent,Native,Present,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Swainson's Hawk,Buteo swainsoni,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Red-tailed Hawk,Buteo jamaicensis,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Rough-legged Hawk,Buteo lagopus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Ferruginous Hawk,Buteo regalis,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Absent
Long-legged Buzzard,Buteo rufinus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent
American Barn Owl,Tyto furcata,Native,,Native,Native,Present,Present,Present,Present,Absent,Present,Present,Present,Present
Ashy-faced Owl,Tyto glaucops,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Oriental Scops-Owl,Otus sunia,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent
Flammulated Owl,Psiloscops flammeolus,Native,Least concern,Absent,Rare/Accidental,Rare/Accidental,Native,Native,Native,Rare/Accidental,Absent,Native,Native,Rare/Accidental
Puerto Rican Owl,Gymnasio nudipes,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Bare-shanked Screech-Owl,Megascops clarkii,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Whiskered Screech-Owl,Megascops trichopsis,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Tropical Screech-Owl,Megascops choliba,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Middle American Screech-Owl,Megascops guatemalae,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Choco Screech-Owl,Megascops centralis,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Bearded Screech-Owl,Megascops barbarus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Balsas Screech-Owl,Megascops seductus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Pacific Screech-Owl,Megascops cooperi,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Western Screech-Owl,Megascops kennicottii,Native,Least concern,Absent,Absent,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Eastern Screech-Owl,Megascops asio,Native,Least concern,Native,Native,Present,Present,Present,Absent,Absent,Absent,Present,Present,Absent
Bare-legged Owl,Margarobyas lawrencii,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Crested Owl,Lophostrix cristata,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Spectacled Owl,Pulsatrix perspicillata,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Snowy Owl,Bubo scandiacus,Native,Vulnerable,Native,Rare/Accidental,Native,Native,Rare/Accidental,Native,Native,Rare/Accidental,Native,Absent,Rare/Accidental
Great Horned Owl,Bubo virginianus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Eurasian Eagle-Owl,Bubo bubo,Rare/Accidental,,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Northern Hawk Owl,Surnia ulula,Native,Least concern,Native,Rare/Accidental,Native,Rare/Accidental,Absent,Rare/Accidental,Native,Absent,Native,Absent,Absent
Northern Pygmy-Owl,Glaucidium gnoma,Native,Least concern,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Present,Present,Absent
Costa Rican Pygmy-Owl,Glaucidium costaricanum,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Central American Pygmy-Owl,Glaucidium griseiceps,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Tamaulipas Pygmy-Owl,Glaucidium sanchezi,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Colima Pygmy-Owl,Glaucidium palmarum,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Ferruginous Pygmy-Owl,Glaucidium brasilianum,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Cuban Pygmy-Owl,Glaucidium siju,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Elf Owl,Micrathene whitneyi,Native,Least concern,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Absent
Burrowing Owl,Athene cunicularia,Native,Least concern,Rare/Accidental,Native,Native,Native,Native,Native,Absent,Absent,Native,Native,Native
Mottled Owl,Strix virgata,Native,,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Black-and-white Owl,Strix nigrolineata,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Spotted Owl,Strix occidentalis,Native,Near threatened,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Present,Present,Absent
Barred Owl,Strix varia,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Absent,Present
Cinereous Owl,Strix sartorii,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Fulvous Owl,Strix fulvescens,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Great Gray Owl,Strix nebulosa,Native,Least concern,Rare/Accidental,Rare/Accidental,Native,Native,Absent,Native,Native,Absent,Native,Absent,Absent
Jamaican Owl,Asio grammicus,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Long-eared Owl,Asio otus,Native,Least concern,Native,Native,Native,Native,Native,Native,Rare/Accidental,Absent,Native,Native,Rare/Accidental
Striped Owl,Asio clamator,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Stygian Owl,Asio stygius,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Native,Native
Short-eared Owl,Asio flammeus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Boreal Owl,Aegolius funereus,Native,Least concern,Rare/Accidental,Rare/Accidental,Native,native,native,native,native,Absent,native,Absent,Absent
Northern Saw-whet Owl,Aegolius acadicus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Unspotted Saw-whet Owl,Aegolius ridgwayi,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
