speciesCode,comName,sciName,reg_US_Northeast,reg_US_Southeast,reg_US_Midwest,reg_US_Rockies,reg_US_Southwest,reg_US_WestCoast,reg_Alaska,reg_Hawaii,reg_Canada_Greenland,reg_Central_America,reg_Caribbean
bnhcow,Brown-headed Cowbird,Molothrus ater,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
giacow,Giant Cowbird,Molothrus oryzivorus,,,,,,,,,,Present,Present
melbla1,Melodious Blackbird,Dives dives,,,,,,,,,,Present,
cubbla,Cuban Blackbird,Ptiloxena atroviolacea,,,,,,,,,,,Present
rusbla,Rusty Blackbird,Euphagus carolinus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
brebla,Brewer's Blackbird,Euphagus cyanocephalus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,
comgra,Common Grackle,Quiscalus quiscula,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
botgra,Boat-tailed Grackle,Quiscalus major,Present,Present,,,Present,,,,,,Present
grtgra,Great-tailed Grackle,Quiscalus mexicanus,Present,Present,Present,Present,Present,Present,,Present,Present,Present,Present
slbgra1,Slender-billed Grackle,Quiscalus palustris,,,,,,,,,,Present,
nicgra1,Nicaraguan Grackle,Quiscalus nicaraguensis,,,,,,,,,,Present,
gragra1,Greater Antillean Grackle,Quiscalus niger,,,,,,,,,,,Present
cargra1,Carib Grackle,Quiscalus lugubris,,,,,,,,,,Present,Present
oribla1,Oriole Blackbird,Gymnomystax mexicanus,,,,,,,,,,,Present
yehbla2,Yellow-hooded Blackbird,Chrysomus icterocephalus,,,,,,,,,,Present,Present
ovenbi1,Ovenbird,Seiurus aurocapilla,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
woewar1,Worm-eating Warbler,Helmitheros vermivorum,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
louwat,Louisiana Waterthrush,Parkesia motacilla,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
norwat,Northern Waterthrush,Parkesia noveboracensis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
bacwar,Bachman's Warbler,Vermivora bachmanii,,Present,Present,,,,,,,,Present
gowwar,Golden-winged Warbler,Vermivora chrysoptera,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
buwwar,Blue-winged Warbler,Vermivora cyanoptera,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
bawwar,Black-and-white Warbler,Mniotilta varia,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
prowar,Prothonotary Warbler,Protonotaria citrea,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
swawar,Swainson's Warbler,Limnothlypis swainsonii,Present,Present,Present,Present,Present,,,,Present,Present,Present
crcwar,Crescent-chested Warbler,Oreothlypis superciliosa,,,,,Present,,,,,Present,
fltwar1,Flame-throated Warbler,Oreothlypis gutturalis,,,,,,,,,,Present,
tenwar,Tennessee Warbler,Leiothlypis peregrina,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
orcwar,Orange-crowned Warbler,Leiothlypis celata,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
colwar,Colima Warbler,Leiothlypis crissalis,,,,,Present,,,,,Present,
lucwar,Lucy's Warbler,Leiothlypis luciae,Present,Present,Present,Present,Present,Present,Present,,Present,Present,
naswar,Nashville Warbler,Leiothlypis ruficapilla,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
virwar,Virginia's Warbler,Leiothlypis virginiae,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
semwar1,Semper's Warbler,Leucopeza semperi,,,,,,,,,,,Present
conwar,Connecticut Warbler,Oporornis agilis,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
gycyel,Gray-crowned Yellowthroat,Geothlypis poliocephala,,,,,Present,,,,,Present,
masyel2,Masked Yellowthroat,Geothlypis aequinoctialis,,,,,,,,,,,Present
macwar,MacGillivray's Warbler,Geothlypis tolmiei,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
mouwar,Mourning Warbler,Geothlypis philadelphia,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
kenwar,Kentucky Warbler,Geothlypis formosa,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
olcyel1,Olive-crowned Yellowthroat,Geothlypis semiflava,,,,,,,,,,Present,
blpyel1,Black-polled Yellowthroat,Geothlypis speciosa,,,,,,,,,,Present,
belyel1,Belding's Yellowthroat,Geothlypis beldingi,,,,,,,,,,Present,
bahyel1,Bahama Yellowthroat,Geothlypis rostrata,,,,,,,,,,,Present
altyel1,Altamira Yellowthroat,Geothlypis flavovelata,,,,,,,,,,Present,
comyel,Common Yellowthroat,Geothlypis trichas,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
hooyel1,Hooded Yellowthroat,Geothlypis nelsoni,,,,,,,,,,Present,
whiwar1,Whistling Warbler,Catharopeza bishopi,,,,,,,,,,,Present
pluwar1,Plumbeous Warbler,Setophaga plumbea,,,,,,,,,,,Present
elwwar1,Elfin-woods Warbler,Setophaga angelae,,,,,,,,,,,Present
arrwar1,Arrowhead Warbler,Setophaga pharetra,,,,,,,,,,,Present
hoowar,Hooded Warbler,Setophaga citrina,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
amered,American Redstart,Setophaga ruticilla,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
kirwar,Kirtland's Warbler,Setophaga kirtlandii,Present,Present,Present,,,,,,Present,,Present
camwar,Cape May Warbler,Setophaga tigrina,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
cerwar,Cerulean Warbler,Setophaga cerulea,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
norpar,Northern Parula,Setophaga americana,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
tropar,Tropical Parula,Setophaga pitiayumi,,Present,Present,Present,Present,Present,,,,Present,Present
magwar,Magnolia Warbler,Setophaga magnolia,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
babwar,Bay-breasted Warbler,Setophaga castanea,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
bkbwar,Blackburnian Warbler,Setophaga fusca,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
yelwar1,Northern Yellow Warbler,Setophaga aestiva,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
manwar1,Mangrove Yellow Warbler,Setophaga petechia,,Present,,,Present,Present,,,,Present,Present
chswar,Chestnut-sided Warbler,Setophaga pensylvanica,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
bkpwar,Blackpoll Warbler,Setophaga striata,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
btbwar,Black-throated Blue Warbler,Setophaga caerulescens,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
palwar,Palm Warbler,Setophaga palmarum,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
olcwar1,Olive-capped Warbler,Setophaga pityophila,,,,,,,,,,,Present
pinwar,Pine Warbler,Setophaga pinus,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
yerwar,Yellow-rumped Warbler,Setophaga coronata,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
yetwar,Yellow-throated Warbler,Setophaga dominica,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
yetwar3,Bahama Warbler,Setophaga flavescens,,,,,,,,,,,Present
vitwar1,Vitelline Warbler,Setophaga vitellina,,,,,,,,,,Present,Present
prawar,Prairie Warbler,Setophaga discolor,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
adewar1,Adelaide's Warbler,Setophaga adelaidae,,,,,,,,,,,Present
barwar,Barbuda Warbler,Setophaga subita,,,,,,,,,,,Present
stlwar,St. Lucia Warbler,Setophaga delicata,,,,,,,,,,,Present
grawar,Grace's Warbler,Setophaga graciae,Present,,Present,Present,Present,Present,,,Present,Present,
btywar,Black-throated Gray Warbler,Setophaga nigrescens,Present,Present,Present,Present,Present,Present,Present,,Present,Present,
towwar,Townsend's Warbler,Setophaga townsendi,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
herwar,Hermit Warbler,Setophaga occidentalis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,
gchwar,Golden-cheeked Warbler,Setophaga chrysoparia,,Present,Present,,Present,Present,,,,Present,Present
btnwar,Black-throated Green Warbler,Setophaga virens,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
fatwar,Fan-tailed Warbler,Euthlypis lachrymosa,,,,,Present,,,,,Present,
rucwar,Rufous-capped Warbler,Basileuterus rufifrons,,,,,Present,,,,,Present,
rucwar4,Chestnut-capped Warbler,Basileuterus delattrii,,,,,,,,,,Present,
blcwar1,Black-cheeked Warbler,Basileuterus melanogenys,,,,,,,,,,Present,
pirwar1,Pirre Warbler,Basileuterus ignotus,,,,,,,,,,Present,
gobwar1,Golden-browed Warbler,Basileuterus belli,,,,,,,,,,Present,
gcrwar,Golden-crowned Warbler,Basileuterus culicivorus,,Present,,Present,Present,,,,,Present,Present
thswar5,Costa Rican Warbler,Basileuterus melanotis,,,,,,,,,,Present,
thswar9,Tacarcuna Warbler,Basileuterus tacarcunae,,,,,,,,,,Present,
burwar1,Buff-rumped Warbler,Myiothlypis fulvicauda,,,,,,,,,,Present,
canwar,Canada Warbler,Cardellina canadensis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
wlswar,Wilson's Warbler,Cardellina pusilla,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
refwar,Red-faced Warbler,Cardellina rubrifrons,,Present,,Present,Present,Present,,,,Present,
redwar1,Red Warbler,Cardellina rubra,,,,,Present,,,,,Present,
pihwar1,Pink-headed Warbler,Cardellina versicolor,,,,,,,,,,Present,
paired,Painted Redstart,Myioborus pictus,Present,Present,Present,Present,Present,Present,,,Present,Present,
sltred,Slate-throated Redstart,Myioborus miniatus,,,,,Present,Present,,,,Present,
colred1,Collared Redstart,Myioborus torquatus,,,,,,,,,,Present,
duftan1,Dusky-faced Tanager,Mitrospingus cassinii,,,,,,,,,,Present,
rottan1,Rose-throated Tanager,Piranga roseogularis,,,,,,,,,,Present,
heptan,Hepatic Tanager,Piranga flava,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
sumtan,Summer Tanager,Piranga rubra,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
scatan,Scarlet Tanager,Piranga olivacea,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
westan,Western Tanager,Piranga ludoviciana,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
flctan,Flame-colored Tanager,Piranga bidentata,,,Present,,Present,,,,,Present,
whwtan1,White-winged Tanager,Piranga leucoptera,,,,,,,,,,Present,
rehtan1,Red-headed Tanager,Piranga erythrocephala,,,,,,,,,,Present,
rcatan1,Red-crowned Ant-Tanager,Habia rubica,,,,,,,,,,Present,Present
rtatan1,Red-throated Ant-Tanager,Driophlox fuscicauda,,,,,,,,,,Present,
bcatan1,Black-cheeked Ant-Tanager,Driophlox atrimaxillaris,,,,,,,,,,Present,
olitan1,Carmiol's Tanager,Chlorothraupis carmioli,,,,,,,,,,Present,
lestan,Lemon-spectacled Tanager,Chlorothraupis olivacea,,,,,,,,,,Present,
crcgro,Crimson-collared Grosbeak,Periporphyrus celaeno,,,,,Present,,,,,Present,
blfgro1,Black-faced Grosbeak,Caryothraustes poliogaster,,,,,,,,,,Present,
yeggro1,Yellow-green Grosbeak,Caryothraustes canadensis,,,,,,,,,,Present,
norcar,Northern Cardinal,Cardinalis cardinalis,Present,Present,Present,Present,Present,Present,,Present,Present,Present,Present
pyrrhu,Pyrrhuloxia,Cardinalis sinuatus,,Present,Present,Present,Present,Present,,,Present,Present,
yelgro,Yellow Grosbeak,Pheucticus chrysopeplus,,Present,Present,Present,Present,Present,,,,Present,
bltgro1,Black-thighed Grosbeak,Pheucticus tibialis,,,,,,,,,,Present,
robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
bkhgro,Black-headed Grosbeak,Pheucticus melanocephalus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
rebcha1,Red-breasted Chat,Granatellus venustus,,,,,,,,,,Present,
grtcha1,Gray-throated Chat,Granatellus sallaei,,,,,,,,,,Present,
blusee1,Blue Seedeater,Amaurospiza concolor,,,,,,,,,,Present,
bubgro1,Blue-black Grosbeak,Cyanoloxia cyanoides,,,,,,,,,,Present,
blubun,Blue Bunting,Cyanocompsa parellina,,Present,,,Present,,,,,Present,
blugrb1,Blue Grosbeak,Passerina caerulea,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
lazbun,Lazuli Bunting,Passerina amoena,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
indbun,Indigo Bunting,Passerina cyanea,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
robbun1,Rose-bellied Bunting,Passerina rositae,,,,,,,,,,Present,
orbbun1,Orange-breasted Bunting,Passerina leclancherii,,,,,Present,Present,,,,Present,
varbun,Varied Bunting,Passerina versicolor,Present,Present,Present,Present,Present,Present,,,Present,Present,
paibun,Painted Bunting,Passerina ciris,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
dickci,Dickcissel,Spiza americana,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
reccar,Red-crested Cardinal,Paroaria coronata,,Present,Present,,,Present,,Present,Present,,Present
reccar3,Masked Cardinal,Paroaria nigrogenis,,,,,,,,,,,Present
yebcar,Yellow-billed Cardinal,Paroaria capitata,,,,,,Present,,Present,,,
blftan1,Black-faced Tanager,Schistochlamys melanopis,,,,,,,,,,Present,
hootan1,Hooded Tanager,Nemosia pileata,,,,,,,,,,Present,
grhtan1,Gray-headed Tanager,Eucometis penicillata,,,,,,,,,,Present,
whstan1,White-shouldered Tanager,Loriotus luctuosus,,,,,,,,,,Present,Present
tactan1,Tawny-crested Tanager,Tachyphonus delatrii,,,,,,,,,,Present,
whltan1,White-lined Tanager,Tachyphonus rufus,,,,,,Present,,,,Present,Present
btstan1,Black-throated Shrike-Tanager,Lanio aurantius,,,,,,,,,,Present,
wtstan1,White-throated Shrike-Tanager,Lanio leucothorax,,,,,,,,,,Present,
crctan1,Crimson-collared Tanager,Ramphocelus sanguinolentus,,,,,,,,,,Present,
flrtan1,Flame-rumped Tanager,Ramphocelus flammigerus,,,,,,,,,,Present,
y00599,Scarlet-rumped Tanager,Ramphocelus passerinii,,,,,,,,,,Present,
sibtan2,Silver-beaked Tanager,Ramphocelus carbo,,Present,,,Present,,,,,,Present
crbtan1,Crimson-backed Tanager,Ramphocelus dimidiatus,,,,,,,,,,Present,
bagtan1,Blue-and-gold Tanager,Bangsia arcaei,,,,,,,,,,Present,
blctan2,Blue-capped Tanager,Sporathraupis cyanocephala,,,,,,,,,,,Present
bugtan,Blue-gray Tanager,Thraupis episcopus,,Present,,,,Present,,,,Present,Present
yewtan1,Yellow-winged Tanager,Thraupis abbas,,,,,,,,,,Present,
paltan1,Palm Tanager,Thraupis palmarum,,,,,,,,,,Present,Present
spetan1,Speckled Tanager,Ixothraupis guttata,,,,,,,,,,Present,Present
azrtan1,Azure-rumped Tanager,Poecilostreptus cabanisi,,,,,,,,,,Present,
gagtan1,Gray-and-gold Tanager,Poecilostreptus palmeri,,,,,,,,,,Present,
leatan1,Lesser Antillean Tanager,Stilpnia cucullata,,,,,,,,,,,Present
gohtan1,Golden-hooded Tanager,Stilpnia larvata,,,,,,,,,,Present,
spctan1,Spangle-cheeked Tanager,Tangara dowii,,,,,,,,,,Present,
grntan1,Green-naped Tanager,Tangara fucosa,,,,,,,,,,Present,
plctan1,Plain-colored Tanager,Tangara inornata,,,,,,,,,,Present,
turtan1,Turquoise Tanager,Tangara mexicana,,,,,,,,,,,Present
partan1,Paradise Tanager,Tangara chilensis,,Present,,,,,,,,,
ruwtan1,Rufous-winged Tanager,Tangara lavinia,,,,,,,,,,Present,
bahtan1,Bay-headed Tanager,Tangara gyrola,,,,,,,,,,Present,Present
emetan1,Emerald Tanager,Tangara florida,,,,,,,,,,Present,
sittan1,Silver-throated Tanager,Tangara icterocephala,,,,,,,,,,Present,
swatan1,Swallow Tanager,Tersina viridis,,,,,,,,,,Present,Present
sctdac1,Scarlet-thighed Dacnis,Dacnis venusta,,,,,,,,,,Present,
bludac1,Blue Dacnis,Dacnis cayana,,,,,,Present,,,,Present,Present
virdac1,Viridian Dacnis,Dacnis viguieri,,,,,,,,,,Present,
shihon1,Shining Honeycreeper,Cyanerpes lucidus,,,,,,,,,,Present,
purhon1,Purple Honeycreeper,Cyanerpes caeruleus,,Present,,,,,,,,Present,Present
relhon1,Red-legged Honeycreeper,Cyanerpes cyaneus,,Present,,,Present,,,,,Present,Present
grehon1,Green Honeycreeper,Chlorophanes spiza,,,,,,,,,,Present,Present
surtan1,Sulphur-rumped Tanager,Heterospingus rubrifrons,,,,,,,,,,Present,
scbtan2,Scarlet-browed Tanager,Heterospingus xanthopygius,,,,,,,,,,Present,
yebtan1,Yellow-backed Tanager,Hemithraupis flavicollis,,,,,,,,,,Present,
baytan2,Black-and-yellow Tanager,Chrysothlypis chrysomelas,,,,,,,,,,Present,
biccon1,Bicolored Conebill,Conirostrum bicolor,,,,,,,,,,,Present
whecon1,White-eared Conebill,Conirostrum leucogenys,,,,,,,,,,Present,
cibflo1,Cinnamon-bellied Flowerpiercer,Diglossa baritula,,,,,,,,,,Present,
slaflo1,Slaty Flowerpiercer,Diglossa plumbea,,,,,,,,,,Present,
slafin1,Slaty Finch,Haplospiza rustica,,,,,,,,,,Present,
pebfin1,Peg-billed Finch,Acanthidops bairdi,,,,,,,,,,Present,
saffin,Saffron Finch,Sicalis flaveola,Present,Present,,,Present,Present,,Present,Present,Present,Present
gryfin1,Grassland Yellow-Finch,Sicalis luteola,,,,,,Present,,,,Present,Present
wtgfin1,Wedge-tailed Grass-Finch,Emberizoides herbicola,,,,,,,,,,Present,
blbgra1,Blue-black Grassquit,Volatinia jacarina,,Present,,,Present,Present,,,,Present,Present
lessee2,Lesson's Seedeater,Sporophila bouvronides,,,,,,,,,Present,Present,Present
linsee1,Lined Seedeater,Sporophila lineola,Present,,,,,,,,,Present,Present
pabsee1,Parrot-billed Seedeater,Sporophila peruviana,,,,,,Present,,,,,
chtsee1,Chestnut-throated Seedeater,Sporophila telasco,Present,,,,,,,,,,
rubsee1,Ruddy-breasted Seedeater,Sporophila minuta,Present,,,,,,,,,Present,Present
tbsfin1,Thick-billed Seed-Finch,Sporophila funerea,,,,,,,,,,Present,
cbsfin,Chestnut-bellied Seed-Finch,Sporophila angolensis,,,,,,,,,,,Present
nisfin1,Nicaraguan Seed-Finch,Sporophila nuttingi,,,,,,,,,,Present,
lbsfin1,Large-billed Seed-Finch,Sporophila crassirostris,,,,,,,,,,Present,Present
varsee3,Variable Seedeater,Sporophila corvina,,,,,,,,,,Present,
grysee1,Gray Seedeater,Sporophila intermedia,,,,,,,,,,,Present
whcsee1,Morelet's Seedeater,Sporophila morelleti,Present,,,,Present,,,,,Present,
whcsee2,Cinnamon-rumped Seedeater,Sporophila torqueola,,,,,Present,Present,,,,Present,
yebsee1,Yellow-bellied Seedeater,Sporophila nigricollis,,,,,,,,,,Present,Present
slcsee1,Slate-colored Seedeater,Sporophila schistacea,,,,,,,,,,Present,
banana,Bananaquit,Coereba flaveola,,Present,,,,,,,,Present,Present
yefgra1,Yellow-faced Grassquit,Tiaris olivaceus,,Present,,,Present,Present,,Present,,Present,Present
orange1,Orangequit,Euneornis campestris,,,,,,,,,,,Present
purbul1,Puerto Rican Bullfinch,Melopyrrha portoricensis,,,,,,,,,,,Present
purbul3,St. Kitts Bullfinch,Melopyrrha grandis,,,,,,,,,,,Present
cubbul2,Cuban Bullfinch,Melopyrrha nigra,,Present,,,,,,,,,Present
cubbul3,Grand Cayman Bullfinch,Melopyrrha taylori,,,,,,,,,,,Present
grabul1,Greater Antillean Bullfinch,Melopyrrha violacea,,,,,,,,,,,Present
yesgra1,Yellow-shouldered Grassquit,Loxipasser anoxanthus,,,,,,,,,,,Present
cubgra,Cuban Grassquit,Phonipara canora,,Present,,,,,,,,Present,Present
leabul1,Lesser Antillean Bullfinch,Loxigilla noctis,,,,,,,,,,,Present
barbul1,Barbados Bullfinch,Loxigilla barbadensis,,,,,,,,,,,Present
slbfin1,St. Lucia Black Finch,Melanospiza richardsoni,,,,,,,,,,,Present
bkfgra,Black-faced Grassquit,Melanospiza bicolor,,Present,,,,,,,,,Present
soogra2,Sooty Grassquit,Asemospiza fuliginosa,,,,,,,,,,,Present
cocfin1,Cocos Finch,Pinaroloxias inornata,,,,,,,,,,Present,
butsal1,Buff-throated Saltator,Saltator maximus,,,,,,,,,,Present,
blhsal1,Black-headed Saltator,Saltator atriceps,,,,,,,,,,Present,
grasal4,Olive-gray Saltator,Saltator olivascens,,,,,,,,,,Present,Present
